human_gene_id	human_gene_name	rabbit_align_seq	rabbit_align_start	rabbit_align_end	rabbit_align_strand	rabbit_align_length
ENSG00000166922	SCG5	17	37853542	37854118	1	577
ENSG00000166922	SCG5	17	37853542	37853919	1	378
ENSG00000166922	SCG5	17	37848418	37848573	1	156
ENSG00000101412	E2F1	4	6011336	6012743	-1	1408
ENSG00000101138	CSTF1	GL018712	229840	230230	-1	391
ENSG00000101138	CSTF1	GL018712	231372	231628	-1	257
ENSG00000101138	CSTF1	GL018712	225215	226158	-1	944
ENSG00000101138	CSTF1	GL018712	224989	225201	-1	213
ENSG00000101138	CSTF1	GL018712	224271	224945	-1	675
ENSG00000101138	CSTF1	GL018712	229840	230230	-1	391
ENSG00000124103	FAM209A	GL018712	135798	136484	-1	687
ENSG00000124103	FAM209A	GL018712	135342	136484	-1	1143
ENSG00000124103	FAM209A	GL018712	135056	135261	-1	206
ENSG00000124103	FAM209A	GL018712	135797	136484	-1	688
ENSG00000124103	FAM209A	GL018712	137323	137418	-1	96
ENSG00000124103	FAM209A	GL018712	153120	153409	-1	290
ENSG00000124103	FAM209A	GL018712	131561	131903	-1	343
ENSG00000213714	FAM209B	GL018712	131561	131903	-1	343
ENSG00000101460	MAP1LC3A	4	5165271	5165654	-1	384
ENSG00000101460	MAP1LC3A	4	5165271	5165654	-1	384
ENSG00000101460	MAP1LC3A	4	5165271	5165431	-1	161
ENSG00000101447	FAM83D	4	1537340	1538603	-1	1264
ENSG00000101447	FAM83D	4	1537140	1537339	-1	200
ENSG00000101447	FAM83D	4	1537340	1538603	-1	1264
ENSG00000101447	FAM83D	4	1537140	1537339	-1	200
ENSG00000101255	TRIB3	4	8014176	8014275	1	100
ENSG00000101255	TRIB3	4	8016488	8017220	1	733
ENSG00000101255	TRIB3	4	8017221	8017663	1	443
ENSG00000101255	TRIB3	4	8016488	8016718	1	231
ENSG00000101255	TRIB3	4	8016488	8017038	1	551
ENSG00000088832	FKBP1A	4	8789954	8791033	1	1080
ENSG00000088832	FKBP1A	4	8789955	8791033	1	1079
ENSG00000088832	FKBP1A	4	8789955	8791033	1	1079
ENSG00000088832	FKBP1A	4	8790561	8791033	1	473
ENSG00000088832	FKBP1A	4	8792380	8792856	1	477
ENSG00000088832	FKBP1A	4	8792435	8792856	1	422
ENSG00000088832	FKBP1A	4	8797887	8798191	1	305
ENSG00000198225	FKBP1C	12	86318766	86320252	1	1487
ENSG00000100987	VSX1	GL018741	1036124	1036222	-1	99
ENSG00000100987	VSX1	GL018741	1031185	1032267	-1	1083
ENSG00000100987	VSX1	GL018741	1028084	1028450	-1	367
ENSG00000125831	CST11	4	13515589	13515763	-1	175
ENSG00000125831	CST11	4	13515589	13515754	-1	166
ENSG00000132671	SSTR4	4	13837822	13839219	-1	1398
ENSG00000078804	TP53INP2	4	5020843	5023937	-1	3095
ENSG00000078804	TP53INP2	4	5020846	5023937	-1	3092
ENSG00000078804	TP53INP2	4	5024595	5024700	-1	106
ENSG00000078804	TP53INP2	4	5024712	5024811	-1	100
ENSG00000101421	CHMP4B	4	5856174	5857032	-1	859
ENSG00000149609	C20orf144	4	6026991	6027726	-1	736
ENSG00000149609	C20orf144	4	6026991	6027726	-1	736
ENSG00000149609	C20orf144	4	6026811	6026882	-1	72
ENSG00000149609	C20orf144	4	6026420	6026494	-1	75
ENSG00000149609	C20orf144	4	6026420	6026451	-1	32
ENSG00000149609	C20orf144	4	6022395	6022789	-1	395
ENSG00000089177	KIF16B	4	19881081	19882098	-1	1018
ENSG00000089177	KIF16B	4	19880856	19881080	-1	225
ENSG00000089177	KIF16B	4	19881081	19882098	-1	1018
ENSG00000089177	KIF16B	4	19880856	19881080	-1	225
ENSG00000089177	KIF16B	4	19880856	19881014	-1	159
ENSG00000089177	KIF16B	4	19784934	19787318	-1	2385
ENSG00000089177	KIF16B	4	19786374	19787318	-1	945
ENSG00000089177	KIF16B	4	19773623	19774036	-1	414
ENSG00000124233	SEMG1	GL018725	377413	377499	-1	87
ENSG00000124157	SEMG2	GL018725	370992	371167	-1	176
ENSG00000125895	TMEM74B	4	8635881	8636424	1	544
ENSG00000125895	TMEM74B	4	8636818	8636897	1	80
ENSG00000125895	TMEM74B	4	8636818	8636897	1	80
ENSG00000182035	ADIG	4	1804899	1805128	-1	230
ENSG00000182035	ADIG	4	1802079	1802370	-1	292
ENSG00000182035	ADIG	4	1802081	1802370	-1	290
ENSG00000101346	POFUT1	4	7079823	7080509	-1	687
ENSG00000101346	POFUT1	4	7079656	7079822	-1	167
ENSG00000101346	POFUT1	4	7078776	7079548	-1	773
ENSG00000101346	POFUT1	4	7077213	7078740	-1	1528
ENSG00000101346	POFUT1	4	7077012	7077210	-1	199
ENSG00000101346	POFUT1	4	7093944	7094409	-1	466
ENSG00000101346	POFUT1	4	7093937	7093943	-1	7
ENSG00000101346	POFUT1	4	7093585	7093852	-1	268
ENSG00000137880	GCHFR	17	31298074	31298443	-1	370
ENSG00000137880	GCHFR	17	31299655	31300040	-1	386
ENSG00000137880	GCHFR	17	31298238	31298443	-1	206
ENSG00000137880	GCHFR	17	31298083	31298443	-1	361
ENSG00000137880	GCHFR	17	31298148	31298443	-1	296
ENSG00000137880	GCHFR	17	31299226	31300211	-1	986
ENSG00000137880	GCHFR	17	31297806	31298652	-1	847
ENSG00000137880	GCHFR	17	31298074	31298443	-1	370
ENSG00000124233	SEMG1	GL018725	377413	377499	-1	87
ENSG00000124157	SEMG2	GL018725	370992	371167	-1	176
ENSG00000188886	ASTL	2	95172148	95172565	-1	418
ENSG00000177732	SOX12	GL018721	2242387	2243778	1	1392
ENSG00000125816	NKX2-4	4	15243384	15244178	-1	795
ENSG00000215397	SCRT2	4	8228335	8228686	1	352
ENSG00000215397	SCRT2	4	8228687	8230213	1	1527
ENSG00000215397	SCRT2	4	8242973	8244730	1	1758
ENSG00000215397	SCRT2	4	8245235	8245572	1	338
ENSG00000173404	INSM1	4	16236699	16238204	-1	1506
ENSG00000124196	GTSF1L	GL018718	3075379	3075557	1	179
ENSG00000124196	GTSF1L	GL018718	3075379	3076253	1	875
ENSG00000101446	SPINT3	19	36964230	36964374	1	145
ENSG00000125975	C20orf173	4	4277235	4277439	-1	205
ENSG00000125975	C20orf173	4	4274714	4274782	-1	69
ENSG00000125975	C20orf173	4	4274441	4274661	-1	221
ENSG00000125975	C20orf173	4	4274714	4274782	-1	69
ENSG00000125975	C20orf173	4	4274441	4274661	-1	221
ENSG00000125975	C20orf173	4	4273467	4273523	-1	57
ENSG00000186191	BPIFB4	4	6410128	6410414	-1	287
ENSG00000186191	BPIFB4	4	6410128	6410414	-1	287
ENSG00000247315	ZCCHC3	4	7949225	7951938	1	2714
ENSG00000244588	RAD21L1	4	8748076	8748172	1	97
ENSG00000244588	RAD21L1	4	8706560	8706793	1	234
ENSG00000244588	RAD21L1	4	8676046	8676097	1	52
ENSG00000244588	RAD21L1	4	8752747	8754834	1	2088
ENSG00000244588	RAD21L1	4	8752747	8755980	1	3234
ENSG00000244588	RAD21L1	4	8755981	8757028	1	1048
ENSG00000244588	RAD21L1	4	8752747	8755980	1	3234
ENSG00000244588	RAD21L1	4	8755981	8757029	1	1049
ENSG00000244588	RAD21L1	4	8752747	8755980	1	3234
ENSG00000244588	RAD21L1	4	8755981	8757026	1	1046
ENSG00000178726	THBD	4	13828953	13830308	-1	1356
ENSG00000178726	THBD	4	13828558	13828952	-1	395
ENSG00000178726	THBD	4	13827995	13828522	-1	528
ENSG00000178726	THBD	4	13826259	13826958	-1	700
ENSG00000232388	SMIM26	4	17842058	17842391	-1	334
ENSG00000232388	SMIM26	4	17842058	17842394	-1	337
ENSG00000232388	SMIM26	4	17673581	17673697	-1	117
ENSG00000198885	ITPRIPL1	2	94993626	94994183	-1	558
ENSG00000198885	ITPRIPL1	2	94992437	94994183	-1	1747
ENSG00000198885	ITPRIPL1	2	94992464	94994183	-1	1720
ENSG00000198885	ITPRIPL1	2	94992500	94994183	-1	1684
ENSG00000198885	ITPRIPL1	2	94991955	94994570	-1	2616
ENSG00000198885	ITPRIPL1	2	94991155	94991954	-1	800
ENSG00000198885	ITPRIPL1	2	94990955	94991154	-1	200
ENSG00000259330	INAFM2	17	31697753	31698059	-1	307
ENSG00000259330	INAFM2	17	31697526	31697750	-1	225
ENSG00000259330	INAFM2	17	31695021	31697286	-1	2266
ENSG00000230778	ANKRD63	17	31732623	31732781	-1	159
ENSG00000230778	ANKRD63	17	31731539	31732055	-1	517
ENSG00000215251	FASTKD5	4	10076689	10076978	1	290
ENSG00000215251	FASTKD5	4	10077257	10078510	1	1254
ENSG00000215251	FASTKD5	4	10076689	10076978	1	290
ENSG00000215251	FASTKD5	4	10077257	10078510	1	1254
ENSG00000215251	FASTKD5	4	10086036	10086246	1	211
ENSG00000215251	FASTKD5	4	10099702	10099910	1	209
ENSG00000215251	FASTKD5	4	10100127	10102649	1	2523
ENSG00000240849	TMEM189	GL019399	36300	36603	1	304
ENSG00000240849	TMEM189	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000244462	RBM12	4	4213654	4214015	-1	362
ENSG00000244462	RBM12	4	4213654	4214002	-1	349
ENSG00000244462	RBM12	4	4213654	4214002	-1	349
ENSG00000244462	RBM12	4	4213654	4213980	-1	327
ENSG00000244462	RBM12	4	4213654	4213783	-1	130
ENSG00000244462	RBM12	4	4213005	4213133	-1	129
ENSG00000244462	RBM12	4	4209500	4209626	-1	127
ENSG00000244462	RBM12	4	4209500	4209551	-1	52
ENSG00000244462	RBM12	4	4208965	4209049	-1	85
ENSG00000244462	RBM12	4	4208965	4209031	-1	67
ENSG00000244462	RBM12	4	4208770	4208859	-1	90
ENSG00000244462	RBM12	4	4208770	4208837	-1	68
ENSG00000244462	RBM12	4	4208520	4208585	-1	66
ENSG00000244462	RBM12	4	4208520	4208548	-1	29
ENSG00000244462	RBM12	4	4208312	4208383	-1	72
ENSG00000244462	RBM12	4	4208312	4208336	-1	25
ENSG00000244462	RBM12	4	4207823	4207893	-1	71
ENSG00000244462	RBM12	4	4191812	4193967	-1	2156
ENSG00000244462	RBM12	4	4187656	4191811	-1	4156
ENSG00000244462	RBM12	4	4191812	4192779	-1	968
ENSG00000244462	RBM12	4	4187656	4191811	-1	4156
ENSG00000244462	RBM12	4	4191812	4192586	-1	775
ENSG00000244462	RBM12	4	4187656	4191811	-1	4156
ENSG00000244462	RBM12	4	4187656	4188550	-1	895
ENSG00000244462	RBM12	4	4187656	4188107	-1	452
ENSG00000244462	RBM12	4	4187656	4188079	-1	424
ENSG00000240849	TMEM189	GL019399	36300	36603	1	304
ENSG00000240849	TMEM189	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000124208	TMEM189-UBE2V1	GL019399	36300	36603	1	304
ENSG00000124208	TMEM189-UBE2V1	GL019399	36604	37894	1	1291
ENSG00000241690	AL035460.1	4	9830676	9832082	1	1407
ENSG00000241690	AL035460.1	4	9829694	9829941	1	248
ENSG00000241690	AL035460.1	4	9829694	9829969	1	276
ENSG00000241690	AL035460.1	4	9830651	9832754	1	2104
ENSG00000241690	AL035460.1	4	9832835	9832926	1	92
ENSG00000241690	AL035460.1	4	9832997	9833008	1	12
ENSG00000241690	AL035460.1	4	9833063	9833348	1	286
ENSG00000241690	AL035460.1	4	9833349	9833759	1	411
ENSG00000241690	AL035460.1	4	9833806	9834116	1	311
ENSG00000241690	AL035460.1	4	9830676	9831163	1	488
ENSG00000182854	OR4F15	17	39719656	39720635	1	980
ENSG00000179242	CDH4	GL019094	20653	20935	-1	283
ENSG00000179242	CDH4	GL019094	20542	20651	-1	110
ENSG00000179242	CDH4	GL019094	20653	20935	-1	283
ENSG00000179242	CDH4	GL019094	20613	20651	-1	39
ENSG00000179242	CDH4	GL019094	20653	20935	-1	283
ENSG00000179242	CDH4	GL019094	20560	20651	-1	92
ENSG00000184343	SRPK3	GL018816	643223	643612	-1	390
ENSG00000184343	SRPK3	GL018816	643223	643612	-1	390
ENSG00000184343	SRPK3	GL018816	645421	645490	-1	70
ENSG00000184343	SRPK3	GL018816	645333	645490	-1	158
ENSG00000184343	SRPK3	GL018816	637892	638313	-1	422
ENSG00000184343	SRPK3	GL018816	644196	644506	-1	311
ENSG00000184343	SRPK3	GL018816	637887	638313	-1	427
ENSG00000184343	SRPK3	GL018816	638125	638313	-1	189
ENSG00000184343	SRPK3	GL018816	637890	638313	-1	424
ENSG00000184343	SRPK3	GL018816	637890	638313	-1	424
ENSG00000184343	SRPK3	GL018816	640484	640581	-1	98
ENSG00000184343	SRPK3	GL018816	637892	638313	-1	422
ENSG00000184343	SRPK3	GL018816	638245	638313	-1	69
ENSG00000067829	IDH3G	GL018816	637556	637849	-1	294
ENSG00000067829	IDH3G	GL018816	637473	637555	-1	83
ENSG00000067829	IDH3G	GL018816	637604	637848	-1	245
ENSG00000067829	IDH3G	GL018816	637556	637848	-1	293
ENSG00000067829	IDH3G	GL018816	637297	637555	-1	259
ENSG00000067829	IDH3G	GL018816	637642	637847	-1	206
ENSG00000067829	IDH3G	GL018816	637556	637814	-1	259
ENSG00000067829	IDH3G	GL018816	637473	637555	-1	83
ENSG00000067829	IDH3G	GL018816	637473	637555	-1	83
ENSG00000067829	IDH3G	GL018816	636884	637030	-1	147
ENSG00000067829	IDH3G	GL018816	636637	636739	-1	103
ENSG00000067829	IDH3G	GL018816	627497	627674	-1	178
ENSG00000067829	IDH3G	GL018816	627497	627674	-1	178
ENSG00000102178	UBL4A	GL018816	67999	69273	-1	1275
ENSG00000102178	UBL4A	GL018816	67517	67981	-1	465
ENSG00000102178	UBL4A	GL018816	67702	67972	-1	271
ENSG00000102178	UBL4A	GL018816	67186	67239	-1	54
ENSG00000130702	LAMA5	AAGW02082456	1978	2016	-1	39
ENSG00000125534	PPDPF	X	76848547	76849003	1	457
ENSG00000125534	PPDPF	X	76848468	76848811	1	344
ENSG00000075043	KCNQ2	AAGW02083056	7839	7944	-1	106
ENSG00000101210	EEF1A2	12	60380031	60380156	1	126
ENSG00000101210	EEF1A2	12	60381348	60381544	1	197
ENSG00000101210	EEF1A2	12	60381411	60381544	1	134
ENSG00000101210	EEF1A2	12	60381664	60381837	1	174
ENSG00000092377	TBL1Y	15	86231228	86231303	1	76
ENSG00000101849	TBL1X	8	26163627	26164424	1	798
ENSG00000101849	TBL1X	8	26164425	26164829	1	405
ENSG00000101849	TBL1X	8	26164830	26164846	1	17
ENSG00000101849	TBL1X	8	26164847	26164861	1	15
ENSG00000101849	TBL1X	8	26164862	26165378	1	517
ENSG00000101849	TBL1X	8	26163627	26164424	1	798
ENSG00000101849	TBL1X	8	26164425	26164829	1	405
ENSG00000101849	TBL1X	8	26164830	26164846	1	17
ENSG00000101849	TBL1X	8	26164847	26164861	1	15
ENSG00000101849	TBL1X	8	26164862	26165378	1	517
ENSG00000101849	TBL1X	8	26163627	26164424	1	798
ENSG00000101849	TBL1X	8	26164425	26164814	1	390
ENSG00000101849	TBL1X	8	26163627	26164424	1	798
ENSG00000101849	TBL1X	8	26164425	26164829	1	405
ENSG00000101849	TBL1X	8	26164830	26164846	1	17
ENSG00000101849	TBL1X	8	26164847	26164861	1	15
ENSG00000101849	TBL1X	8	26164862	26165378	1	517
ENSG00000101849	TBL1X	8	26163627	26164424	1	798
ENSG00000101849	TBL1X	8	26164425	26164829	1	405
ENSG00000101849	TBL1X	8	26164830	26164846	1	17
ENSG00000101849	TBL1X	8	26164847	26164861	1	15
ENSG00000101849	TBL1X	8	26164862	26165091	1	230
ENSG00000101849	TBL1X	8	26163627	26164424	1	798
ENSG00000101849	TBL1X	8	26164425	26164829	1	405
ENSG00000101849	TBL1X	8	26164830	26164846	1	17
ENSG00000101849	TBL1X	8	26164847	26164861	1	15
ENSG00000101849	TBL1X	8	26164862	26165361	1	500
ENSG00000147027	TMEM47	X	20802880	20806224	1	3345
ENSG00000124227	ANKRD60	GL018976	11728	11993	-1	266
ENSG00000101182	PSMA7	GL019793	1629	1846	-1	218
ENSG00000101182	PSMA7	GL019793	1629	1844	-1	216
ENSG00000101182	PSMA7	GL019793	1629	1720	-1	92
ENSG00000101188	NTSR1	GL019790	10653	11334	-1	682
ENSG00000101189	MRGBP	GL018791	404636	404908	-1	273
ENSG00000101189	MRGBP	GL018791	404447	404549	-1	103
ENSG00000101189	MRGBP	GL018791	403625	404392	-1	768
ENSG00000101193	GID8	15	9875002	9875200	1	199
ENSG00000125508	SRMS	4	2800661	2800813	1	153
ENSG00000197457	STMN3	AAGW02083249	848	1146	-1	299
ENSG00000197457	STMN3	AAGW02083249	493	847	-1	355
ENSG00000197457	STMN3	AAGW02083249	848	1146	-1	299
ENSG00000197457	STMN3	AAGW02083249	493	847	-1	355
ENSG00000197457	STMN3	AAGW02083249	493	711	-1	219
ENSG00000125510	OPRL1	13	136712257	136712750	-1	494
ENSG00000125510	OPRL1	13	136712257	136712750	-1	494
ENSG00000125510	OPRL1	13	136712257	136712750	-1	494
ENSG00000122122	SASH3	X	104226353	104227864	1	1512
ENSG00000102003	SYP	X	33764479	33764874	1	396
ENSG00000102003	SYP	X	33765223	33765478	1	256
ENSG00000102003	SYP	X	33765534	33766192	1	659
ENSG00000102003	SYP	X	33766032	33766192	1	161
ENSG00000012211	PRICKLE3	X	33753172	33753277	1	106
ENSG00000012211	PRICKLE3	X	33753278	33753694	1	417
ENSG00000012211	PRICKLE3	X	33753278	33753695	1	418
ENSG00000012211	PRICKLE3	X	33755625	33755822	1	198
ENSG00000012211	PRICKLE3	X	33757595	33757626	1	32
ENSG00000102007	PLP2	X	33753172	33753277	1	106
ENSG00000102007	PLP2	X	33753278	33753694	1	417
ENSG00000102007	PLP2	X	33752402	33752554	1	153
ENSG00000102007	PLP2	X	33753278	33753695	1	418
ENSG00000187682	ERAS	X	33495808	33496417	1	610
ENSG00000187682	ERAS	X	33496418	33496477	1	60
ENSG00000187682	ERAS	X	33495639	33496417	1	779
ENSG00000187682	ERAS	X	33496418	33496477	1	60
ENSG00000187682	ERAS	X	33496540	33496812	1	273
ENSG00000036473	OTC	X	24346108	24346183	1	76
ENSG00000036473	OTC	X	24080384	24080802	1	419
ENSG00000268651	CTAG1A	GL018783	1112716	1113067	-1	352
ENSG00000268651	CTAG1A	GL018783	1113406	1113406	-1	1
ENSG00000268651	CTAG1A	GL018783	1113345	1113350	-1	6
ENSG00000268651	CTAG1A	GL018783	1113257	1113267	-1	11
ENSG00000268651	CTAG1A	GL018783	1112711	1113188	-1	478
ENSG00000126890	CTAG2	GL018783	1112711	1113186	1	476
ENSG00000126890	CTAG2	GL018783	1113483	1113697	1	215
ENSG00000126890	CTAG2	GL018783	1112716	1113067	1	352
ENSG00000184033	CTAG1B	GL018783	1112716	1113067	1	352
ENSG00000184033	CTAG1B	GL018783	1112716	1113188	1	473
ENSG00000184033	CTAG1B	GL018783	1113257	1113267	1	11
ENSG00000184033	CTAG1B	GL018783	1113345	1113350	1	6
ENSG00000184033	CTAG1B	GL018783	1113406	1113490	1	85
ENSG00000184033	CTAG1B	GL018783	1113561	1113697	1	137
ENSG00000198034	RPS4X	X	50985930	50986691	1	762
ENSG00000198034	RPS4X	X	50986767	50987263	1	497
ENSG00000198034	RPS4X	X	50985930	50986691	1	762
ENSG00000198034	RPS4X	X	50986767	50987263	1	497
ENSG00000198034	RPS4X	X	50985930	50986352	1	423
ENSG00000198034	RPS4X	X	50991247	50991610	1	364
ENSG00000187969	ZCCHC13	GL018757	1510066	1510974	-1	909
ENSG00000130032	PRRG3	GL018731	1068730	1068796	-1	67
ENSG00000130032	PRRG3	GL018731	1069125	1069273	-1	149
ENSG00000130032	PRRG3	GL018731	1067748	1068796	-1	1049
ENSG00000130032	PRRG3	GL018731	1068581	1068796	-1	216
ENSG00000130032	PRRG3	GL018731	1067436	1068796	-1	1361
ENSG00000130032	PRRG3	GL018731	1067307	1067319	-1	13
ENSG00000130032	PRRG3	GL018731	1065394	1067251	-1	1858
ENSG00000130032	PRRG3	GL018731	1065103	1065393	-1	291
ENSG00000130032	PRRG3	GL018731	1063557	1065102	-1	1546
ENSG00000130032	PRRG3	GL018731	1064021	1064249	-1	229
ENSG00000186471	AKAP14	X	68608793	68608993	1	201
ENSG00000186471	AKAP14	X	68608793	68608997	1	205
ENSG00000186471	AKAP14	X	68598296	68598452	1	157
ENSG00000186471	AKAP14	X	68608793	68608997	1	205
ENSG00000186471	AKAP14	X	68608956	68609078	1	123
ENSG00000186471	AKAP14	X	68609417	68609532	1	116
ENSG00000186471	AKAP14	X	68609872	68610166	1	295
ENSG00000186471	AKAP14	X	68610167	68610607	1	441
ENSG00000186471	AKAP14	X	68610695	68610812	1	118
ENSG00000186471	AKAP14	X	68612011	68612209	1	199
ENSG00000186471	AKAP14	X	68613428	68613593	1	166
ENSG00000186471	AKAP14	X	68613594	68613718	1	125
ENSG00000186471	AKAP14	X	68613798	68614057	1	260
ENSG00000186471	AKAP14	X	68614058	68614471	1	414
ENSG00000186471	AKAP14	X	68614472	68614865	1	394
ENSG00000130590	SAMD10	GL019070	141545	142123	1	579
ENSG00000130590	SAMD10	GL019070	142208	142666	1	459
ENSG00000101246	ARFRP1	GL019070	5483	5844	1	362
ENSG00000026036	RTEL1-TNFRSF6B	GL019901	8828	8981	-1	154
ENSG00000258366	RTEL1	GL019901	8828	8981	-1	154
ENSG00000101213	PTK6	4	2800576	2800813	1	238
ENSG00000101213	PTK6	4	2800576	2800813	1	238
ENSG00000130701	RBBP8NL	GL019809	16553	16830	-1	278
ENSG00000130701	RBBP8NL	GL019809	16348	16552	-1	205
ENSG00000149679	CABLES2	9	64486046	64486240	-1	195
ENSG00000149679	CABLES2	9	64486046	64486143	-1	98
ENSG00000101180	HRH3	GL019569	5	1594	-1	1590
ENSG00000101180	HRH3	GL019569	1188	1219	-1	32
ENSG00000101180	HRH3	GL019569	251	348	-1	98
ENSG00000124215	CDH26	GL018755	1204887	1206316	1	1430
ENSG00000124215	CDH26	GL018755	1214926	1215000	1	75
ENSG00000124215	CDH26	GL018755	1204887	1206316	1	1430
ENSG00000124215	CDH26	GL018755	1204887	1206316	1	1430
ENSG00000124215	CDH26	GL018755	1204887	1204902	1	16
ENSG00000049769	PPP1R3F	X	33826493	33826677	1	185
ENSG00000049769	PPP1R3F	X	33852017	33852722	1	706
ENSG00000049769	PPP1R3F	X	33852784	33853801	1	1018
ENSG00000049769	PPP1R3F	X	33852017	33852722	1	706
ENSG00000049769	PPP1R3F	X	33852784	33852900	1	117
ENSG00000049769	PPP1R3F	X	33852017	33852722	1	706
ENSG00000049769	PPP1R3F	X	33852784	33852844	1	61
ENSG00000049769	PPP1R3F	X	33875168	33875274	1	107
ENSG00000049769	PPP1R3F	X	33852017	33852722	1	706
ENSG00000049769	PPP1R3F	X	33852784	33853216	1	433
ENSG00000187516	H2AP	X	24346108	24346183	1	76
ENSG00000187516	H2AP	X	23586476	23586568	1	93
ENSG00000125533	BHLHE23	GL019512	7415	7508	-1	94
ENSG00000125533	BHLHE23	GL019512	7331	7414	-1	84
ENSG00000125533	BHLHE23	GL019512	7415	7508	-1	94
ENSG00000125533	BHLHE23	GL019512	7260	7414	-1	155
ENSG00000171695	LKAAEAR1	13	136712257	136712750	-1	494
ENSG00000171695	LKAAEAR1	13	136712257	136712750	-1	494
ENSG00000183837	PNMA3	AAGW02079147	51160	51293	1	134
ENSG00000203883	SOX18	GL019070	195071	195291	1	221
ENSG00000203883	SOX18	GL019070	195292	195346	1	55
ENSG00000203883	SOX18	GL019070	195347	195874	1	528
ENSG00000147145	LPAR4	X	70437933	70439555	1	1623
ENSG00000147145	LPAR4	X	70437933	70440208	1	2276
ENSG00000147145	LPAR4	X	70437933	70438147	1	215
ENSG00000132825	PPP1R3D	GL018755	1144373	1146524	1	2152
ENSG00000132825	PPP1R3D	GL018755	1146800	1147177	1	378
ENSG00000132825	PPP1R3D	GL018755	1148225	1148679	1	455
ENSG00000132825	PPP1R3D	GL018755	1148713	1149725	1	1013
ENSG00000132825	PPP1R3D	GL018755	1136943	1139337	1	2395
ENSG00000132825	PPP1R3D	GL018755	1139338	1139751	1	414
ENSG00000132825	PPP1R3D	GL018755	1140493	1140519	1	27
ENSG00000147081	AKAP4	8	30716216	30716371	1	156
ENSG00000147081	AKAP4	8	30716216	30716371	1	156
ENSG00000147081	AKAP4	8	30728369	30728381	1	13
ENSG00000147081	AKAP4	8	30729570	30730007	1	438
ENSG00000101883	RHOXF1	X	94555048	94555255	-1	208
ENSG00000198883	PNMA5	AAGW02079147	26472	26859	-1	388
ENSG00000198883	PNMA5	AAGW02079147	26472	26859	-1	388
ENSG00000198883	PNMA5	AAGW02079147	26472	26858	-1	387
ENSG00000198883	PNMA5	AAGW02079147	26472	26858	-1	387
ENSG00000147378	FATE1	GL018731	1047141	1047396	-1	256
ENSG00000147378	FATE1	GL018731	1047245	1047396	-1	152
ENSG00000183260	ABHD16B	GL019070	66266	67346	1	1081
ENSG00000171703	TCEA2	7	135794079	135794219	-1	141
